,HashWord,Frequency,State
21160,cheptam,1,Telangana
21161,httpstcoqqkjoa0s5j,1,Telangana
21162,trps,1,Telangana
21163,httpstcopaea3rsnm7,1,Telangana
21164,httpstco1pmg7hjrfj,1,Telangana
21165,#telanganapolls2018httpstcoh3irxdhabo,1,Telangana
21166,@smitarays,1,Telangana
21167,#prajadopidikutami,1,Telangana
21168,hydhttpstco97d2dbwutx#telanganawithkcr,1,Telangana
21169,saripoye,1,Telangana
21170,naik#telanganawithkcr,1,Telangana
21171,httpstcovvoffsnnlu#ntvtelugu,1,Telangana
21172,dramawatch,1,Telangana
21173,httpstcosjsisvjepz,1,Telangana
21174,each#telanganaelections2018,1,Telangana
21175,chelkarampur,1,Telangana
21176,obstructed,1,Telangana
21177,techniques,1,Telangana
21178,httpstcomvxbloksoc,1,Telangana
21179,sizeable,1,Telangana
21180,irritating,1,Telangana
21181,singer#telangana,1,Telangana
21182,1vs10,1,Telangana
21183,#iwilllovethemforever,1,Telangana
21184,enthu,1,Telangana
21185,people#revanthreddy,1,Telangana
21186,httpstco5x9ribebke,1,Telangana
21187,players#assemblyelection,1,Telangana
21188,faint,1,Telangana
21189,plant,1,Telangana
21190,hyder,1,Telangana
21191,vikas,1,Telangana
21192,07#exitpoll,1,Telangana
21193,topple,1,Telangana
21194,httpstcola0t1iulnz,1,Telangana
21195,httpstcohlnrr1p6uo,1,Telangana
21196,businessmen,1,Telangana
21197,httpstcowpfa6kc6qx,1,Telangana
21198,fellow#telanganaelections2018,1,Telangana
21199,showthousands,1,Telangana
21200,videoanyway,1,Telangana
21201,sabhi,1,Telangana
21202,@fakeuser,1,Telangana
21203,httpstcodu0gdctjzp,1,Telangana
21204,exagerrate,1,Telangana
21205,@ishbhandari,1,Telangana
21206,fail#telanganaelections2018,1,Telangana
21207,#exitpolls#assemblyelections2018#rajasthan#congress,1,Telangana
21208,kodutunnam,1,Telangana
21209,#telanganaelections2018trssupport,1,Telangana
21210,httpstco9ed6yk4vsn,1,Telangana
21211,chesinar,1,Telangana
21212,httpstcodigrhh1ixo,1,Telangana
21213,inkekada,1,Telangana
21214,velluntadu,1,Telangana
21215,#exitpollswhats,1,Telangana
21216,promisesnever,1,Telangana
21217,sl,1,Telangana
21218,7#askktr,1,Telangana
21219,uppalhttpstcojp1gvt5coj,1,Telangana
21220,#electionwithtimeskeep,1,Telangana
21221,#pawankalyan#pktdpbjpbetrayedap#tdpplottokilljagan#phirekbaarkcr,1,Telangana
21222,squish,1,Telangana
21223,keyword,1,Telangana
21224,tend,1,Telangana
21225,jairam,1,Telangana
21226,httpstcoifgttlpev3for,1,Telangana
21227,cheyadaniki,1,Telangana
21228,telanganadays,1,Telangana
21229,httpstcovgopfkxww2,1,Telangana
21230,impossibly,1,Telangana
21231,httpstco1jaunh8lbg,1,Telangana
21232,httpstcolmh0cpvcy1,1,Telangana
21233,@andhraboxoffice,1,Telangana
21234,#janasenahttpstcofxnvyjtdgt,1,Telangana
21235,httpstcocbp376z6nt,1,Telangana
21236,#schoolproject,1,Telangana
21237,verbal,1,Telangana
21238,centralisation,1,Telangana
21239,jackals,1,Telangana
21240,#cnbctv18#indianewsbjp,1,Telangana
21241,pinkies,1,Telangana
21242,httpstcoi0umweesfh,1,Telangana
21243,httpstcodtbhbyzy3s,1,Telangana
21244,arrived#telanganaelections2018,1,Telangana
21245,homeits,1,Telangana
21246,@madhurizptc,1,Telangana
21247,httpstcoliqvt0icyd,1,Telangana
21248,hourshttpstcommmlcwtjzw,1,Telangana
21249,@ashutosh83b,1,Telangana
21250,againpeople,1,Telangana
21251,#govotebjp#rajasthanelections,1,Telangana
21252,httpstcontejhlzgng,1,Telangana
21253,httpstcoeensqmlt4f,1,Telangana
21254,bark,1,Telangana
21255,trs#telanganaelections2018#telanganawithkcr#telanganaelectionshttpstco5tgrrznccs,1,Telangana
21256,madarchod,1,Telangana
21257,spectaclesmedication,1,Telangana
21258,httpstcohqrfmwfacv,1,Telangana
21259,#pressure,1,Telangana
21260,brotherwill,1,Telangana
21261,httpstco6t9gdlbhnf,1,Telangana
21262,devided,1,Telangana
21263,ran,1,Telangana
21264,httpstcosft4ims0pe,1,Telangana
21265,@ramyadav42292,1,Telangana
21266,venky,1,Telangana
21267,networking,1,Telangana
21268,#exitpollpollution,1,Telangana
21269,httpstcordqj2f9hky,1,Telangana
21270,constituencythousands,1,Telangana
21271,shite,1,Telangana
21272,#prajakutamiis,1,Telangana
21273,#xenographics,1,Telangana
21274,httpstconhn3rrmdqv,1,Telangana
21275,httpstcokuo812luni,1,Telangana
21276,#studyla,1,Telangana
21277,dayread,1,Telangana
21278,elsepress,1,Telangana
21279,#tdpcongressalliance#phirekbaarkcr,1,Telangana
21280,everevolving,1,Telangana
21281,anandlso,1,Telangana
21282,httpstcowkw4djeo0r,1,Telangana
21283,jampk,1,Telangana
21284,@manasena,1,Telangana
21285,httpstco02risgiqfl,1,Telangana
21286,#bajajallianzlifeplankathon,1,Telangana
21287,b#mahakutami,1,Telangana
21288,c#telanganaelection2018,1,Telangana
21289,grass,1,Telangana
21290,@houzwala,1,Telangana
21291,andhari,1,Telangana
21292,8k,1,Telangana
21293,httpstco0e8bgzjjpz,1,Telangana
21294,142#telanganaelections2018,1,Telangana
21295,#videoshow#telangana,1,Telangana
21296,say#telanganaelections2018,1,Telangana
21297,@akshaykumar,1,Telangana
21298,stance,1,Telangana
21299,#fertilitytest#homespermkit,1,Telangana
21300,httpstcotg1z2mov5n,1,Telangana
21301,manifestosjust,1,Telangana
21302,httpstcoimvqb2pgln,1,Telangana
21303,httpstco6wwyv92ax8,1,Telangana
21304,classroom,1,Telangana
21305,ravishankar,1,Telangana
21306,mahbubnagar,1,Telangana
21307,httpstcobaf1pcqeps,1,Telangana
21308,httpstcot9tdbl6o3b,1,Telangana
21309,#telanganahttpstco6endbzvhkm,1,Telangana
21310,httpstco1zp3iqgjhd,1,Telangana
21311,worsened,1,Telangana
21312,httpstcor6di0tdgeu,1,Telangana
21313,revealed,1,Telangana
21314,httpstcowdc97d3ysk,1,Telangana
21315,sopsaturation,1,Telangana
21316,seatsindependents,1,Telangana
21317,httpstcowaql10mnl2,1,Telangana
21318,httpstcodvv2lplece,1,Telangana
21319,dec#kedarnath,1,Telangana
21320,bandiiiii,1,Telangana
21321,@vinayakjain,1,Telangana
21322,httpstcowqnelahsv8,1,Telangana
21323,#telugudesamparty@azharflicks,1,Telangana
21324,bfalse,1,Telangana
21325,folksfarmers,1,Telangana
21326,140others,1,Telangana
21327,vd,1,Telangana
21328,#nextcmharishanna,1,Telangana
21329,thandrial,1,Telangana
21330,#maleinfertility,1,Telangana
21331,#bjpkividai,1,Telangana
21332,#reavntharrest,1,Telangana
21333,httpstcocoxxt0zm9x,1,Telangana
21334,httpstcowtfe4h4ulc,1,Telangana
21335,httpstco1187pjvcd8,1,Telangana
21336,@bodhankarrahul,1,Telangana
21337,readers,1,Telangana
21338,ys,1,Telangana
21339,httpstcofxb4ymauzf,1,Telangana
21340,overwhelmed,1,Telangana
21341,bitcoin,1,Telangana
21342,cellphones,1,Telangana
21343,rajpramukh,1,Telangana
21344,reasonbut,1,Telangana
21345,httpstcoontnwn1vio,1,Telangana
21346,httpstcovds2gncziw,1,Telangana
21347,7650,1,Telangana
21348,automatically,1,Telangana
21349,astep,1,Telangana
21350,httpstcoepqzv2lbqm,1,Telangana
21351,reddy#kcr,1,Telangana
21352,pagilipovali,1,Telangana
21353,jubileehills#hyderabad,1,Telangana
21354,#mahaghatbandhan,1,Telangana
21355,kavatldhu@ktrtrs,1,Telangana
21356,httpstcorgi4q7cd2w,1,Telangana
21357,iii,1,Telangana
21358,alliance4,1,Telangana
21359,annavaram,1,Telangana
21360,httpstcov67nalwmtp,1,Telangana
21361,empowerment,1,Telangana
21362,bonus,1,Telangana
21363,httpstcoremxv3jwwn,1,Telangana
21364,#navyday,1,Telangana
21365,#kavachamtrailer,1,Telangana
21366,#peoplefront,1,Telangana
21367,organisations,1,Telangana
21368,marry,1,Telangana
21369,whens,1,Telangana
21370,logic#exitpoll,1,Telangana
21371,@ranjona,1,Telangana
21372,httpstcooh500xx2cd,1,Telangana
21373,clarified,1,Telangana
21374,asal,1,Telangana
21375,httpstcocsrpmx78f1,1,Telangana
21376,rational,1,Telangana
21377,httpstcohjhlus5xwr,1,Telangana
21378,#electionsintelangana,1,Telangana
21379,@eenaduenglish,1,Telangana
21380,trs#phirekbaarkcr#telanganawithkcr,1,Telangana
21381,#andhrapradesh#phirekbaarkcr,1,Telangana
21382,b3,1,Telangana
21383,httpstcotrhmhqtn8n,1,Telangana
21384,dangerhw,1,Telangana
21385,@itsactornaresh,1,Telangana
21386,#sircillawithktr,1,Telangana
21387,httpstcokpjgthrns9,1,Telangana
21388,#manuguru,1,Telangana
21389,risingsaudi,1,Telangana
21390,culprits,1,Telangana
21391,httpstcoo60uy1g47a,1,Telangana
21392,@ahmedbahamam,1,Telangana
21393,httpstcopdwq4eft8e,1,Telangana
21394,emanna,1,Telangana
21395,httpstcoxw1syplpq1,1,Telangana
21396,#sakshipost,1,Telangana
21397,joke#telangana,1,Telangana
21398,httpstcopfe77kdazl,1,Telangana
21399,yeppatikaina,1,Telangana
21400,adinsertions,1,Telangana
21401,httpstcokzckhboxmh,1,Telangana
21402,today@asadowaisi,1,Telangana
21403,@isudheerbabu,1,Telangana
21404,@dineshgrao,1,Telangana
21405,2pm,1,Telangana
21406,@srinugnt2002,1,Telangana
21407,iipcpi,1,Telangana
21408,petrified,1,Telangana
21409,mottam,1,Telangana
21410,httpstco8u3fro2wkh,1,Telangana
21411,constituents,1,Telangana
21412,httpstcouq6j0kutix,1,Telangana
21413,nooki,1,Telangana
21414,httpstcompj2axvnbd,1,Telangana
21415,@addldcpwz,1,Telangana
21416,alsopls,1,Telangana
21417,jcole,1,Telangana
21418,#twitter,1,Telangana
21419,@inckarnataka,1,Telangana
21420,httpstcos9zj5g5uso,1,Telangana
21421,chikkadpally,1,Telangana
21422,@vidyasagarraok,1,Telangana
21423,httpstcoayaltwmqzq,1,Telangana
21424,citizenprakeerth,1,Telangana
21425,httpstcocbho0zo9oy,1,Telangana
21426,mustread,1,Telangana
21427,cracking,1,Telangana
21428,httpstcozcahjvd22x,1,Telangana
21429,bmany,1,Telangana
21430,livehttpstcoemzvtaebsd#telanganaelections,1,Telangana
21431,turn#hyderabadvotes,1,Telangana
21432,#kcr#trs#ktrdommugudem,1,Telangana
21433,letting,1,Telangana
21434,httpstcoj8604rrmpu,1,Telangana
21435,bwords,1,Telangana
21436,httpstcoaye9hw8zy7,1,Telangana
21437,@tsknray,1,Telangana
21438,forest,1,Telangana
21439,dantlo,1,Telangana
21440,tv1400,1,Telangana
21441,malaysia,1,Telangana
21442,fest,1,Telangana
21443,imaginary,1,Telangana
21444,bhupalpally,1,Telangana
21445,realcong,1,Telangana
21446,serviceman,1,Telangana
21447,disolving,1,Telangana
21448,httpstco0gdl9kyrga#kavacham,1,Telangana
21449,issab,1,Telangana
21450,karthik,1,Telangana
21451,slammed,1,Telangana
21452,httpstco4r83khwmit,1,Telangana
21453,#telanganaassemblyelections2018#telanganawithkcr,1,Telangana
21454,out#telanganawithkcr,1,Telangana
21455,substantiate,1,Telangana
21456,aisa,1,Telangana
21457,httpstcolzx1grwxrm,1,Telangana
21458,soonsee,1,Telangana
21459,puppets,1,Telangana
21460,android,1,Telangana
21461,section#camswitch,1,Telangana
21462,quoting,1,Telangana
21463,#tennis,1,Telangana
21464,textile,1,Telangana
21465,#vote4trs@raokavitha,1,Telangana
21466,safely,1,Telangana
21467,#phirrsekcr#telanganaelections2018,1,Telangana
21468,mixer,1,Telangana
21469,#shauryadiwas,1,Telangana
21470,#voterids,1,Telangana
21471,sirpur,1,Telangana
21472,mcchttpstcoqaygc36tiq,1,Telangana
21473,jisaid,1,Telangana
21474,#publicpulsekhammam,1,Telangana
21475,#mowgli,1,Telangana
21476,@parakala,1,Telangana
21477,kavali,1,Telangana
21478,goonsamp,1,Telangana
21479,httpstcongkgorlsr2,1,Telangana
21480,httpstco2okkpjfgpv,1,Telangana
21481,allegations#ntvtelugu,1,Telangana
21482,#owaisi#ndtv#assemblyelections2018,1,Telangana
21483,calculation,1,Telangana
21484,pillar,1,Telangana
21485,#modigovt,1,Telangana
21486,welcomegood,1,Telangana
21487,httpstcor3skeyb8gy,1,Telangana
21488,11raed,1,Telangana
21489,#jaithr,1,Telangana
21490,toddler,1,Telangana
21491,them#telanganaelections,1,Telangana
21492,httpstcoaa6jo2dkxg,1,Telangana
21493,consultancy,1,Telangana
21494,35both,1,Telangana
21495,httpstcoduacgpnwy0its,1,Telangana
21496,backyard,1,Telangana
21497,@airnewsalerts,1,Telangana
21498,canada#phirekbaarkcr#telanganawithkcr,1,Telangana
21499,httpstcod8glffjbuj,1,Telangana
21500,right#hyderabadvotes,1,Telangana
21501,amala,1,Telangana
21502,nconventioni,1,Telangana
21503,3840,1,Telangana
21504,httpstconqp48gnnjx,1,Telangana
21505,httpstcocmnh9pb27b,1,Telangana
21506,#ghmcindoorstadium,1,Telangana
21507,6k,1,Telangana
21508,votejai,1,Telangana
21509,httpstco1y7lgju5zb,1,Telangana
21510,dhamaal,1,Telangana
21511,jielect,1,Telangana
21512,guest,1,Telangana
21513,inspects,1,Telangana
21514,@ktrtrsso,1,Telangana
21515,chepadame,1,Telangana
21516,httpstcochg2agpzzb,1,Telangana
21517,httpstcopd0s2lmixb,1,Telangana
21518,#rohingya,1,Telangana
21519,@vijayarahatkar,1,Telangana
21520,micro,1,Telangana
21521,pressurize,1,Telangana
21522,electionsto,1,Telangana
21523,martinsfeelz,1,Telangana
21524,kottam,1,Telangana
21525,chepadu,1,Telangana
21526,httpstcoy1zuytoqm6,1,Telangana
21527,campaign#telanganawithkcr,1,Telangana
21528,@vijaykumar,1,Telangana
21529,httpstcobewgedcue6,1,Telangana
21530,only@asadowaisi,1,Telangana
21531,forcefully,1,Telangana
21532,success#voteforcar,1,Telangana
21533,#prajakutamimigithaadhi,1,Telangana
21534,#telanganaelectionshttpstcosecerztupv,1,Telangana
21535,polls#whereismyvote,1,Telangana
21536,agp,1,Telangana
21537,outsource,1,Telangana
21538,httpstcomofn0eftcd,1,Telangana
21539,@chathootti,1,Telangana
21540,@jvidyasagar,1,Telangana
21541,httpstco6upszxl1mp,1,Telangana
21542,rmoved,1,Telangana
21543,kopam,1,Telangana
21544,hellbent,1,Telangana
21545,@mazharjafri,1,Telangana
21546,httpstcogtibnoa81b,1,Telangana
21547,hain#exitpolls#exitpoll#exitpolls2018#exitpollindiatoday,1,Telangana
21548,#dec11witharnab#exitpoll,1,Telangana
21549,yadaram,1,Telangana
21550,seatsbsp,1,Telangana
21551,tensed,1,Telangana
21552,httpstcod2ig7py4jj,1,Telangana
21553,354390,1,Telangana
21554,results#mahakutami,1,Telangana
21555,httpstcojcqhndoapr,1,Telangana
21556,candidatescatch,1,Telangana
21557,emergencies,1,Telangana
21558,httpstcom9kg9kyhlu,1,Telangana
21559,stat,1,Telangana
21560,inshallah#phirekbaarkcr#telanganawithkcr#voteforcar,1,Telangana
21561,httpstcodnzhp9vhgo,1,Telangana
21562,httpstcopxeuxkz1bv,1,Telangana
21563,@brady0017,1,Telangana
21564,#tniepodcasts,1,Telangana
21565,cunning,1,Telangana
21566,cherished,1,Telangana
21567,wished,1,Telangana
21568,lepesaru,1,Telangana
21569,threatened,1,Telangana
21570,#voteforcarhttpstcohk1btdvp0s#teamktr,1,Telangana
21571,httpstco4o0flk85ko,1,Telangana
21572,bated,1,Telangana
21573,#niranjanreddywatch,1,Telangana
21574,httpstcoz8xa7qelad,1,Telangana
21575,#telugufilmindustry,1,Telangana
21576,@fukkard,1,Telangana
21577,indoor,1,Telangana
21578,thrashed,1,Telangana
21579,httpstcomrnwkq9zmr,1,Telangana
21580,chatt,1,Telangana
21581,#contest#telanganaelections,1,Telangana
21582,httpstcopdgr6ygfx1,1,Telangana
21583,btelagana,1,Telangana
21584,now0830am,1,Telangana
21585,rightly,1,Telangana
21586,47#exitpollindiatoday,1,Telangana
21587,already#telanganaelections2018,1,Telangana
21588,briefing,1,Telangana
21589,httpstcoiahgcyrmmq,1,Telangana
21590,kcrkeeping,1,Telangana
21591,devp,1,Telangana
21592,#mediachannels,1,Telangana
21593,httpstco8zzpex0qyj,1,Telangana
21594,@ashishawasthi0,1,Telangana
21595,gaadu,1,Telangana
21596,httpstco6u7xazg4xh,1,Telangana
21597,daggubati,1,Telangana
21598,frivolity,1,Telangana
21599,yess,1,Telangana
21600,httpstcokqc73zh4h2,1,Telangana
21601,httpstconjfseoclxr,1,Telangana
21602,conducted#lagadapati,1,Telangana
21603,tdpheres,1,Telangana
21604,#supremecourt#,1,Telangana
21605,constables,1,Telangana
21606,youtubev7tjfxk8jjw#telanganaelections2018,1,Telangana
21607,@pmuralidharrao,1,Telangana
21608,httpstcoztdgmpqe93,1,Telangana
21609,levied,1,Telangana
21610,surge,1,Telangana
21611,you#telanganaelectionsright,1,Telangana
21612,midterm,1,Telangana
21613,httpstcowfvn4bbtcc,1,Telangana
21614,fetching,1,Telangana
21615,httpstcore6vysyt1o,1,Telangana
21616,decadesold,1,Telangana
21617,entrepreneur,1,Telangana
21618,httpstcokn3qwlbewq,1,Telangana
21619,httpstcoqegzn7ze2z,1,Telangana
21620,#telanganapoll2018,1,Telangana
21621,vil,1,Telangana
21622,15now,1,Telangana
21623,httpstcohxmhehw6aj,1,Telangana
21624,bbitcoin,1,Telangana
21625,@daarubaazmehta,1,Telangana
21626,httpstcom8zkhjfmel,1,Telangana
21627,@talaaaash,1,Telangana
21628,@newsx,1,Telangana
21629,dholi,1,Telangana
21630,b@naresh225143,1,Telangana
21631,#shauryadivas,1,Telangana
21632,right#rajasthanelections2018,1,Telangana
21633,mahrani,1,Telangana
21634,rs20000,1,Telangana
21635,ento,1,Telangana
21636,amend,1,Telangana
21637,@ministeredu,1,Telangana
21638,bfake,1,Telangana
21639,66#trs,1,Telangana
21640,#exercise,1,Telangana
21641,bbquick,1,Telangana
21642,acs,1,Telangana
21643,@telanganadgp@acpbanjarahills,1,Telangana
21644,muslimsnot,1,Telangana
21645,industrialization,1,Telangana
21646,#bjphere,1,Telangana
21647,@yoganandgajjala,1,Telangana
21648,career,1,Telangana
21649,httpstco6xiibnefs6,1,Telangana
21650,songs,1,Telangana
21651,httpstcoqz6slytbat,1,Telangana
21652,httpstco8f57ybo6ea,1,Telangana
21653,gates,1,Telangana
21654,bellampally,1,Telangana
21655,burning,1,Telangana
21656,httpstcopgezwaqa5q,1,Telangana
21657,govt#telanganaelections2018,1,Telangana
21658,instructs,1,Telangana
21659,httpstcouymir0xfpq,1,Telangana
21660,battleground,1,Telangana
21661,esp,1,Telangana
21662,#telanganaelectionshttpstcooghgpkgrql,1,Telangana
21663,httpstcoh88dabferu,1,Telangana
21664,kohlis,1,Telangana
21665,httpstcokvp20q3oyg,1,Telangana
21666,surveytrs,1,Telangana
21667,@sharmasupriya,1,Telangana
21668,230leak,1,Telangana
21669,httpstcorqdllphvvd,1,Telangana
21670,#extranews,1,Telangana
21671,httpstcovuvq2zi323,1,Telangana
21672,#balakrishna#telanganawithkcr,1,Telangana
21673,@mirrornow,1,Telangana
21674,recover,1,Telangana
21675,httpstcoqb9z7vqvm2,1,Telangana
21676,httpstcojnsbxqda8i@isrgrajan,1,Telangana
21677,@rakulpreet,1,Telangana
21678,ela,1,Telangana
21679,shankarpally,1,Telangana
21680,kavithahttpstcoocjyh5op3d#india,1,Telangana
21681,httpstcofwumhuysxq,1,Telangana
21682,httpstco9kxtvzpjq9,1,Telangana
21683,modibjp,1,Telangana
21684,deadline,1,Telangana
21685,httpstcohghtjkyq6u,1,Telangana
21686,bktrs,1,Telangana
21687,jac,1,Telangana
21688,httpstcog2mlykf4xp,1,Telangana
21689,filmstar,1,Telangana
21690,expands,1,Telangana
21691,httpstcohkcwknkral,1,Telangana
21692,handrababu,1,Telangana
21693,you#comeoutandvvote,1,Telangana
21694,httpstcossoh5vubv5,1,Telangana
21695,renowned,1,Telangana
21696,httpstcoactbcjzbyb,1,Telangana
21697,httpstconoagpejkmw,1,Telangana
21698,commenced,1,Telangana
21699,230sapax,1,Telangana
21700,httpstcoh5igy8fa7n,1,Telangana
21701,watchman,1,Telangana
21702,onley,1,Telangana
21703,babys,1,Telangana
21704,@zeerajasthan,1,Telangana
21705,bhighcourt,1,Telangana
21706,httpstcozzijr6wqrx,1,Telangana
21707,zdr2252575,1,Telangana
21708,ding,1,Telangana
21709,rythubandu,1,Telangana
21710,mpclose,1,Telangana
21711,httpstcopct6ewmexk#india,1,Telangana
21712,httpstcoohoc6o6tyh,1,Telangana
21713,#pslvc43,1,Telangana
21714,httpstcoewb2skdgya,1,Telangana
21715,financially,1,Telangana
21716,httpstco8ri6gzajhk,1,Telangana
21717,@snojha,1,Telangana
21718,2018for,1,Telangana
21719,@ikrtrs,1,Telangana
21720,tg#telanganaelections2018,1,Telangana
21721,httpstcotrgcmwypah,1,Telangana
21722,federation,1,Telangana
21723,saviours,1,Telangana
21724,httpstcorvnqibwsx7,1,Telangana
21725,mota,1,Telangana
21726,countdont,1,Telangana
21727,httpstcoclo4i1ldri,1,Telangana
21728,term#telanganaelections,1,Telangana
21729,httpstco6xm0mo70jf,1,Telangana
21730,mashmello,1,Telangana
21731,jitayenge,1,Telangana
21732,duper,1,Telangana
21733,bharatiya,1,Telangana
21734,#telenanaelection,1,Telangana
21735,#telanganaelections2018#himveers,1,Telangana
21736,@drajsumansingh,1,Telangana
21737,#jaikcr@ktrtrs,1,Telangana
21738,awardee,1,Telangana
21739,httpstcoal2uzkq6bs,1,Telangana
21740,httpstcozciznbdag6,1,Telangana
21741,netas#telanganaelections,1,Telangana
21742,stationscome,1,Telangana
21743,pigs,1,Telangana
21744,httpstconrqxfcacia,1,Telangana
21745,@narendra52,1,Telangana
21746,realistic,1,Telangana
21747,localsampsettlers,1,Telangana
21748,httpstcoipcz5iyx6a,1,Telangana
21749,ordid,1,Telangana
21750,4048inc,1,Telangana
21751,shankerpally,1,Telangana
21752,httpstcovxiqraifjc,1,Telangana
21753,httpstcomeem7jgwzm,1,Telangana
21754,qutbullapur,1,Telangana
21755,#shadnagar,1,Telangana
21756,2018#vasundhraraje#sachinpilot#rahulgandhi#pmmodi#rajasthanelection#madhyapradeshassemblyelection2018#telanganawithkcr#aimim,1,Telangana
21757,bjp110120,1,Telangana
21758,httpstcojju4wtlbfn,1,Telangana
21759,1218#news24,1,Telangana
21760,httpstcokaqom47ldz,1,Telangana
21761,#lavotes,1,Telangana
21762,@viveksinghbagri,1,Telangana
21763,httpstcozzwebjew6h,1,Telangana
21764,enni,1,Telangana
21765,httpstcomvdaefnaki,1,Telangana
21766,dhorakldhu,1,Telangana
21767,lead@trspartyonline,1,Telangana
21768,exceeded,1,Telangana
21769,strangely,1,Telangana
21770,manifestothe,1,Telangana
21771,@rifatjawaid,1,Telangana
21772,httpstcoyyecyykqkk,1,Telangana
21773,httpstcoiahp0uojk6#telanganaelections2018,1,Telangana
21774,candidatethink,1,Telangana
21775,government#telanganawithkcr,1,Telangana
21776,httpstcohlas2kw2y3,1,Telangana
21777,ctrldel,1,Telangana
21778,nylander,1,Telangana
21779,@nareshpspk,1,Telangana
21780,total119chalo,1,Telangana
21781,httpstcowuopecumjt,1,Telangana
21782,everywhere#telanganaelections,1,Telangana
21783,cutting,1,Telangana
21784,#votingpercentage78yes,1,Telangana
21785,httpstconmfbrolzp2,1,Telangana
21786,@rightlogin,1,Telangana
21787,#prashasannagar,1,Telangana
21788,httpstcozqigf7u09u,1,Telangana
21789,httpstcozpfybnz0jg,1,Telangana
21790,earliervoting,1,Telangana
21791,margin3,1,Telangana
21792,httpstcoxhnncxee6k,1,Telangana
21793,#nirmal#ntvtelugu,1,Telangana
21794,day#worstelectioncomission,1,Telangana
21795,httpstcobl3ltjyhd1,1,Telangana
21796,#jubilantfood,1,Telangana
21797,remain,1,Telangana
21798,#declaration,1,Telangana
21799,limit30lac,1,Telangana
21800,#trader,1,Telangana
21801,httpstco9hzk1bhmbu,1,Telangana
21802,tshirt,1,Telangana
21803,httpstco7hbprlakag,1,Telangana
21804,#potus,1,Telangana
21805,httpstcof5cwtjtlgb,1,Telangana
21806,#kashyap,1,Telangana
21807,devulapally,1,Telangana
21808,httpstcobwikdgxqid,1,Telangana
21809,httpstcosy6kyedgqw,1,Telangana
21810,guidelines,1,Telangana
21811,hugely,1,Telangana
21812,thread#telanganawithkcr,1,Telangana
21813,case#hyderabad,1,Telangana
21814,villains,1,Telangana
21815,poratam#telanganaelections2018,1,Telangana
21816,@directorevdm,1,Telangana
21817,httpstcoakoipd3g3x,1,Telangana
21818,#chandrababus,1,Telangana
21819,@telanganacm,1,Telangana
21820,#chaos,1,Telangana
21821,30yrs,1,Telangana
21822,predictionswatch,1,Telangana
21823,#trsmay,1,Telangana
21824,httpstcoyiufo303eg,1,Telangana
21825,@tconnect6,1,Telangana
21826,nifty,1,Telangana
21827,bktr,1,Telangana
21828,jobbusiness,1,Telangana
21829,animation,1,Telangana
21830,stopping,1,Telangana
21831,drops,1,Telangana
21832,httpstcoiqug1qawya,1,Telangana
21833,httpstcou67orcnivw,1,Telangana
21834,#pujara,1,Telangana
21835,awareness#trsfailedtelangana,1,Telangana
21836,@rabies,1,Telangana
21837,#sonchiriya,1,Telangana
21838,#nsui,1,Telangana
21839,httpstcoiqzvwtdavz,1,Telangana
21840,audienceso,1,Telangana
21841,degarne,1,Telangana
21842,@tylerdurden100,1,Telangana
21843,freedomwhere,1,Telangana
21844,httpstcom8u7xdprtg,1,Telangana
21845,#telanganahandlooms#ktrtrs,1,Telangana
21846,visweswara,1,Telangana
21847,b#telanganaelectionssri,1,Telangana
21848,liberate,1,Telangana
21849,4551,1,Telangana
21850,bro@ktrtrs,1,Telangana
21851,dnot,1,Telangana
21852,telangana@bjp4telangana,1,Telangana
21853,5tdp,1,Telangana
21854,httpstco52asgm3pk7,1,Telangana
21855,mtng,1,Telangana
21856,httpstcogvkuv3ev6r,1,Telangana
21857,pramukh,1,Telangana
21858,httpstcotobxaa2aur,1,Telangana
21859,#xfactoruk,1,Telangana
21860,#china,1,Telangana
21861,cs,1,Telangana
21862,httpstcoe6i3lalykf,1,Telangana
21863,colition#telngana,1,Telangana
21864,@krish99156985,1,Telangana
21865,again#prajaakootamni,1,Telangana
21866,#tdpbut,1,Telangana
21867,httpstcow2cgny5mo0,1,Telangana
21868,httpstcop50nlfryig,1,Telangana
21869,betterlets,1,Telangana
21870,whisked,1,Telangana
21871,watsapp,1,Telangana
21872,newslokniticsds,1,Telangana
21873,carroad,1,Telangana
21874,taraka,1,Telangana
21875,long#byebyetrs,1,Telangana
21876,#peoplejourney,1,Telangana
21877,httpstcovouxbmeutt,1,Telangana
21878,httpstcok8hmjuhbw6,1,Telangana
21879,httpstconwljws3yay,1,Telangana
21880,#exitpoll1,1,Telangana
21881,@shika,1,Telangana
21882,photoshopped,1,Telangana
21883,bmaster,1,Telangana
21884,chutiye,1,Telangana
21885,bnow#timesnow@cnxofficial,1,Telangana
21886,httpstcogm2mgeoeua,1,Telangana
21887,heregtgthttpstcoenqhpm1pr4@99tvtelugu,1,Telangana
21888,httpstco6bylsylpca,1,Telangana
21889,buying,1,Telangana
21890,@sunithasimon,1,Telangana
21891,httpstcomoqxgbc3sa,1,Telangana
21892,httpstcohhy0jnmxzm,1,Telangana
21893,#missvotes,1,Telangana
21894,honourable,1,Telangana
21895,todayfollow,1,Telangana
21896,tremendous,1,Telangana
21897,#urbanvoters,1,Telangana
21898,judgement,1,Telangana
21899,extinct,1,Telangana
