,HashWord,Frequency,State
15432,depended,1,Telangana
15433,httpstco6ns3hcztkn,1,Telangana
15434,croresfaisla,1,Telangana
15435,heregtgthttpstcojfuoxueced,1,Telangana
15436,510,1,Telangana
15437,profiles,1,Telangana
15438,httpstco4wzclkiun1,1,Telangana
15439,briefed,1,Telangana
15440,httpstcoq1e6a0emiz,1,Telangana
15441,rts,1,Telangana
15442,ramansingh,1,Telangana
15443,3852bjp0others,1,Telangana
15444,trs100105,1,Telangana
15445,bunder,1,Telangana
15446,addictionhttpstconufnmu6fcb#kaushal,1,Telangana
15447,snag,1,Telangana
15448,#werindiawerindia,1,Telangana
15449,keesara,1,Telangana
15450,#telanganaelections#pollingbooths,1,Telangana
15451,httpstcojd4d9rpzzy,1,Telangana
15452,restore,1,Telangana
15453,government#prajakutamifortelangana,1,Telangana
15454,pictures,1,Telangana
15455,httpstcosjs2lhizuu,1,Telangana
15456,pappuis,1,Telangana
15457,popinchindu,1,Telangana
15458,@electioncomm,1,Telangana
15459,#voteforcar#phirekbharkcr,1,Telangana
15460,httpstcomejocep3fz,1,Telangana
15461,#trsfunny,1,Telangana
15462,whos,1,Telangana
15463,httpstcoswsyf0kzi,1,Telangana
15464,httpstcoawa0kldx84,1,Telangana
15465,httpstcomupadxzaic,1,Telangana
15466,#byebyerakul,1,Telangana
15467,country#kcr,1,Telangana
15468,#ycp,1,Telangana
15469,5pm#comeoutandvote,1,Telangana
15470,#telanganawithkcr#telanganaelections2018@ktrtrs,1,Telangana
15471,#jaitelangana#jaikcr,1,Telangana
15472,inveracity,1,Telangana
15473,protected,1,Telangana
15474,httpstconktb6ypafs,1,Telangana
15475,right#telanganaelections,1,Telangana
15476,3035,1,Telangana
15477,httpstcos12ulc42tp,1,Telangana
15478,anvil,1,Telangana
15479,httpstcojxzimmz6hi,1,Telangana
15480,@ibhagwan,1,Telangana
15481,httpstcoiyij2etiuf,1,Telangana
15482,obstruct,1,Telangana
15483,readhttpstcougc3rxxxxh#telanganaelections,1,Telangana
15484,fulfilledshift,1,Telangana
15485,development#telanganawithkcr#telanganaelections2018httpstcokwpyjszc7l,1,Telangana
15486,future#trs,1,Telangana
15487,#timestamped,1,Telangana
15488,unfulfilled,1,Telangana
15489,httpstconq60t6s3jr,1,Telangana
15490,placed,1,Telangana
15491,#bewise,1,Telangana
15492,95100#janasena,1,Telangana
15493,httpstcokidlaqyod,1,Telangana
15494,httpstcookcvvhh8cm,1,Telangana
15495,stockdetails,1,Telangana
15496,#thinkbeforevote,1,Telangana
15497,fuuuuuck,1,Telangana
15498,#newspapers,1,Telangana
15499,crsin,1,Telangana
15500,#bulandshaharviolence#bulandshahar,1,Telangana
15501,ecool,1,Telangana
15502,claimu,1,Telangana
15503,haalsaffron,1,Telangana
15504,@mbnrpolice,1,Telangana
15505,bobby,1,Telangana
15506,kodad,1,Telangana
15507,@chandann9999,1,Telangana
15508,@rahulraotrs@ktrtrs,1,Telangana
15509,#revanthreddy@ncbn,1,Telangana
15510,httpstcow7hdaodved,1,Telangana
15511,#kcr4bharat,1,Telangana
15512,khairtabad,1,Telangana
15513,hosting,1,Telangana
15514,2#chhattisgarh#congress50#bjp36other4#telangana#trs,1,Telangana
15515,nirav,1,Telangana
15516,evergreen,1,Telangana
15517,rj,1,Telangana
15518,promises#telanganaelections2018,1,Telangana
15519,yay,1,Telangana
15520,httpstcoti2tm25apu,1,Telangana
15521,#merrychristmas,1,Telangana
15522,#lies#modi#modilies#telanganaassemblyelections,1,Telangana
15523,votes5,1,Telangana
15524,trsmizoram,1,Telangana
15525,commission#votedforcar,1,Telangana
15526,httpstcokxxnbwew62,1,Telangana
15527,investing,1,Telangana
15528,httpstco3kojy0yhvh,1,Telangana
15529,httpstcoln8mo21t1k,1,Telangana
15530,reimbursement,1,Telangana
15531,drastic,1,Telangana
15532,#righttovote@trspartyonline,1,Telangana
15533,httpstcojeuoblhhjm,1,Telangana
15534,cheyadu,1,Telangana
15535,4147bjp,1,Telangana
15536,httpstcooupguyzpcx,1,Telangana
15537,odipote,1,Telangana
15538,#mentalhealthmatters,1,Telangana
15539,35#mim,1,Telangana
15540,labourers,1,Telangana
15541,#asaduddin,1,Telangana
15542,chip,1,Telangana
15543,@vamsikaka,1,Telangana
15544,@abhisarsharma,1,Telangana
15545,roadsgunta,1,Telangana
15546,httpstcob0t6fqjpft,1,Telangana
15547,kidstheir,1,Telangana
15548,echoing,1,Telangana
15549,issue2in,1,Telangana
15550,kosesukuntaaru,1,Telangana
15551,#publicwithtrs,1,Telangana
15552,gn,1,Telangana
15553,repoll,1,Telangana
15554,httpstcoag1ysqxn00,1,Telangana
15555,designed,1,Telangana
15556,deta,1,Telangana
15557,kondapakaconsidered,1,Telangana
15558,@nknairvm,1,Telangana
15559,allover,1,Telangana
15560,creators,1,Telangana
15561,exuded,1,Telangana
15562,13mim,1,Telangana
15563,#exitpollthis,1,Telangana
15564,#telanganaelectionsexercise,1,Telangana
15565,@tigersbloodcell,1,Telangana
15566,admiring,1,Telangana
15567,httpstcomlcxwzmek9,1,Telangana
15568,itthink,1,Telangana
15569,#congressagainsttelangana,1,Telangana
15570,b@incindiapresident,1,Telangana
15571,httpstconfqs0ghgg4,1,Telangana
15572,candidates#tdp,1,Telangana
15573,votevideohttpstcomz67itxv3r#telanganaelections2018,1,Telangana
15574,dynasties,1,Telangana
15575,b@republic,1,Telangana
15576,httpstcoiagqzycbad,1,Telangana
15577,introspectionaccording,1,Telangana
15578,httpstcotgus14x6cv,1,Telangana
15579,bhagwa,1,Telangana
15580,electioins,1,Telangana
15581,4bjp,1,Telangana
15582,httpstcofiuejkzwtn,1,Telangana
15583,httpstcobpro73msjd,1,Telangana
15584,manaki#telanganaelections,1,Telangana
15585,#cbnpaidsurveyexposed#phirekbaarkcr,1,Telangana
15586,@desertfox61i,1,Telangana
15587,#moosapeta#mothinagareven,1,Telangana
15588,hours#telanganavotes,1,Telangana
15589,httpstco7gnuhrejhv,1,Telangana
15590,httpstcomqfzsvxnhp,1,Telangana
15591,httpstcopidkuxdf6r#telanganaelection2018,1,Telangana
15592,pankaja,1,Telangana
15593,httpstco3e7y55vioh,1,Telangana
15594,httpstconpdak8fhlw,1,Telangana
15595,86,1,Telangana
15596,#thinkkids,1,Telangana
15597,immensely,1,Telangana
15598,#indiannavy,1,Telangana
15599,you#byebyetrs#kcr100lies,1,Telangana
15600,fair#telanganaelections,1,Telangana
15601,36000kg,1,Telangana
15602,#telanganaelections2018@rgiahyd,1,Telangana
15603,will#telanganaelections2018,1,Telangana
15604,surveyhttpstcox7i8bwzpip,1,Telangana
15605,marners,1,Telangana
15606,httpstco3piiodqmhf,1,Telangana
15607,@pavanstweetz,1,Telangana
15608,resounding,1,Telangana
15609,#rajatkumar,1,Telangana
15610,advisormahakutami,1,Telangana
15611,@ktrtrshappy,1,Telangana
15612,45#bjp,1,Telangana
15613,looms,1,Telangana
15614,httpstcokqwiud6upy,1,Telangana
15615,@gkparuchuri,1,Telangana
15616,trackrecord,1,Telangana
15617,rha,1,Telangana
15618,ec#telanganaelections,1,Telangana
15619,@majorpoonia,1,Telangana
15620,1600,1,Telangana
15621,andhol,1,Telangana
15622,#telanganapollshero,1,Telangana
15623,httpstcoxydb8afija,1,Telangana
15624,#confident,1,Telangana
15625,compunction,1,Telangana
15626,overnightbeware,1,Telangana
15627,dcc,1,Telangana
15628,#trsaimim#bringdownkcr#fucktrs,1,Telangana
15629,trustable,1,Telangana
15630,#ambcinemaslaunch,1,Telangana
15631,httpstcopuczuf7orv,1,Telangana
15632,all#telanganaelections#rajasthanelections,1,Telangana
15633,65#bjp,1,Telangana
15634,httpstcotmw4o6licg,1,Telangana
15635,bhageerathaand,1,Telangana
15636,httpstcoxux6iw6cm8,1,Telangana
15637,owesi,1,Telangana
15638,@callmeharsh,1,Telangana
15639,#indiarejectsbjp,1,Telangana
15640,portfolio,1,Telangana
15641,formation#voteforcar,1,Telangana
15642,monk,1,Telangana
15643,necessity,1,Telangana
15644,dec#telanganawithkcr,1,Telangana
15645,httpstcoqxitzwj1h6,1,Telangana
15646,ayyevalam,1,Telangana
15647,#motorsports,1,Telangana
15648,httpstcokjiihgagus,1,Telangana
15649,httpstcoowpmlelwuy,1,Telangana
15650,development#assemblyelections2018,1,Telangana
15651,mandates,1,Telangana
15652,httpstcorxwndcopkf,1,Telangana
15653,httpstcoz1i4fgdxdc,1,Telangana
15654,b#lagadapati,1,Telangana
15655,httpstcovflg1bvjnv,1,Telangana
15656,#mpelections,1,Telangana
15657,httpstcopdmociig3i,1,Telangana
15658,griphttpstcorqdzdoynbh,1,Telangana
15659,httpstcofhxawprin9,1,Telangana
15660,votes#hyderabadvotes,1,Telangana
15661,#profkodandaram,1,Telangana
15662,#cryptocurrency,1,Telangana
15663,funeral,1,Telangana
15664,httpstcodmgxnlkpdn,1,Telangana
15665,noholdsbarred,1,Telangana
15666,22#telanganaelections,1,Telangana
15667,httpstco4ryr1jyaei,1,Telangana
15668,httpstcofbea3trie9,1,Telangana
15669,httpstcogpprv6trlb,1,Telangana
15670,#achievement,1,Telangana
15671,attracting,1,Telangana
15672,4250,1,Telangana
15673,@zainuljmi,1,Telangana
15674,migilina,1,Telangana
15675,#2019ls,1,Telangana
15676,#telanganaelections#fridayfeeling,1,Telangana
15677,httpstco4b8twbfvff,1,Telangana
15678,@ratansharda55,1,Telangana
15679,httpstcoopd4smvkut,1,Telangana
15680,ui,1,Telangana
15681,car@gandhiarekapudi,1,Telangana
15682,fartra,1,Telangana
15683,#madhyapradeshelections2018#chhattisgarhelections2018#mizoramelections2018#telanganaelections,1,Telangana
15684,httpstcosfkktwvb9w,1,Telangana
15685,httpstcovkcdcamve,1,Telangana
15686,chpthe,1,Telangana
15687,brothersto,1,Telangana
15688,@ktrtrs@trspartyonline@uttamtpcc@inctelanganaif,1,Telangana
15689,@ntr2ntrfans,1,Telangana
15690,dynasty#trs,1,Telangana
15691,#letusvotefortrs,1,Telangana
15692,@salisamnarendr1,1,Telangana
15693,buntil,1,Telangana
15694,httpstcoqahmyqy7qw,1,Telangana
15695,#telanganathalisoniaamma,1,Telangana
15696,negativity10,1,Telangana
15697,notless,1,Telangana
15698,danam,1,Telangana
15699,sabha#kcr,1,Telangana
15700,#sensizolmaz,1,Telangana
15701,nirala,1,Telangana
15702,verdict2,1,Telangana
15703,yogiji,1,Telangana
15704,congmy,1,Telangana
15705,nativity#telanganaelections2018i,1,Telangana
15706,httpstcoeu3nzazynw,1,Telangana
15707,verified,1,Telangana
15708,httpstco4opkapkeqj,1,Telangana
15709,responsiblynota,1,Telangana
15710,httpstcoooatobvrfl,1,Telangana
15711,httpstcob829avpwzf,1,Telangana
15712,baru,1,Telangana
15713,hourscheck,1,Telangana
15714,@rajasinghmla,1,Telangana
15715,researchers,1,Telangana
15716,voteseems,1,Telangana
15717,batleast,1,Telangana
15718,limit,1,Telangana
15719,httpstco48ygkscb00,1,Telangana
15720,alignment,1,Telangana
15721,httpstcofvfb24nmqr,1,Telangana
15722,httpstcojmalcoaboc,1,Telangana
15723,kanwal,1,Telangana
15724,voluntarily,1,Telangana
15725,glories,1,Telangana
15726,amethi,1,Telangana
15727,httpstcoox4ocvnwfy,1,Telangana
15728,hmtv#chiranjeevi,1,Telangana
15729,httpstconvxnj5txrb,1,Telangana
15730,gyan,1,Telangana
15731,win#trs,1,Telangana
15732,breathless,1,Telangana
15733,bproud,1,Telangana
15734,4congress,1,Telangana
15735,leadersdont,1,Telangana
15736,todaywait,1,Telangana
15737,gadar,1,Telangana
15738,remake,1,Telangana
15739,surveydec,1,Telangana
15740,httpstcoa0kyrtrnqz,1,Telangana
15741,seatsand,1,Telangana
15742,#female,1,Telangana
15743,#byebyekcr#prajakutami,1,Telangana
15744,httpstcoiamwq7tgit,1,Telangana
15745,httpstco5agol3fouq,1,Telangana
15746,cautious,1,Telangana
15747,#nayeem,1,Telangana
15748,httpstcostb3wkwx5e,1,Telangana
15749,3852119,1,Telangana
15750,2congress,1,Telangana
15751,oncoming,1,Telangana
15752,@vajrasankalpi,1,Telangana
15753,#tamilactress,1,Telangana
15754,aimed,1,Telangana
15755,#madhyapradeshelections2018@incindia,1,Telangana
15756,#mulugu,1,Telangana
15757,baapwhile,1,Telangana
15758,irani,1,Telangana
15759,shinning,1,Telangana
15760,httpstcogjckyr4svj,1,Telangana
15761,6510#bjp,1,Telangana
15762,httpstcok0qcwdq1nu,1,Telangana
15763,opinionits,1,Telangana
15764,httpstcoil7dcupszq,1,Telangana
15765,okkatayyayithu,1,Telangana
15766,shekar,1,Telangana
15767,bnowadays,1,Telangana
15768,confirmation,1,Telangana
15769,httpstcot97yucq1tc,1,Telangana
15770,httpstcotvkjhvpjaq,1,Telangana
15771,pretends,1,Telangana
15772,httpstcorljfholmd2,1,Telangana
15773,#telelngana,1,Telangana
15774,arm,1,Telangana
15775,httpstcoz5wenwla0b,1,Telangana
15776,#exitpollour,1,Telangana
15777,#fridaynight,1,Telangana
15778,#telanganaelections2018@incindia,1,Telangana
15779,#thakkuwa,1,Telangana
15780,confidence#prajakutami,1,Telangana
15781,#telanganaelections2018httpstcoomgjlahk5r,1,Telangana
15782,@mekasubhashini,1,Telangana
15783,bthousands,1,Telangana
15784,httpstco1cecb5zgjlhttpstco8zl88nxftj,1,Telangana
15785,ikea,1,Telangana
15786,bman,1,Telangana
15787,@9pm,1,Telangana
15788,haryana,1,Telangana
15789,httpstcor27oqkqh2r,1,Telangana
15790,rounds,1,Telangana
15791,villages#exitpollindiatoday,1,Telangana
15792,httpstcowylgqixg0z,1,Telangana
15793,homeniklo,1,Telangana
15794,#collectorsconference,1,Telangana
15795,deviation,1,Telangana
15796,ghulam,1,Telangana
15797,motion,1,Telangana
15798,httpstcoxuw8pxop5s,1,Telangana
15799,httpstcodbspwcmfvx,1,Telangana
15800,#semifinal,1,Telangana
15801,haters,1,Telangana
15802,httpstcows1ldg6fvz,1,Telangana
15803,httpstco9hglbmfegs,1,Telangana
15804,sivakumar,1,Telangana
15805,admissions,1,Telangana
15806,minors,1,Telangana
15807,reckoning,1,Telangana
15808,practicallisten,1,Telangana
15809,httpstcoaywsb7oqem,1,Telangana
15810,@jasdeepsinghjd,1,Telangana
15811,rw,1,Telangana
15812,chang,1,Telangana
15813,#openheartwithrk@abntelugutv,1,Telangana
15814,httpstcoez7u9empzo,1,Telangana
15815,#tdp#ncb@ktrtrs,1,Telangana
15816,03these,1,Telangana
15817,#sannabiyyam,1,Telangana
15818,httpstcoab1ia2cvwx,1,Telangana
15819,#favour,1,Telangana
15820,#sarkar,1,Telangana
15821,httpstcoocgltpvb1z,1,Telangana
15822,httpstco1c3g7stnlu,1,Telangana
15823,3543inc,1,Telangana
15824,livemint#telanganaelections#electioncommissionofindia,1,Telangana
15825,chart,1,Telangana
15826,eeeeee,1,Telangana
15827,corporate,1,Telangana
15828,@telanganacmosurprised,1,Telangana
15829,glory,1,Telangana
15830,httpstcopsnt8jefpf,1,Telangana
15831,bdirty,1,Telangana
15832,#telanganaelectionsevm,1,Telangana
15833,hail,1,Telangana
15834,#dec07@inctelangana@incindia@sharadanerella,1,Telangana
15835,httpstco7z5z9nzsza,1,Telangana
15836,mush,1,Telangana
15837,httpstcomlrmhqkte3,1,Telangana
15838,hattrickread,1,Telangana
15839,balkasuman,1,Telangana
15840,#eztaxindia,1,Telangana
15841,httpstco44eatjqp4a,1,Telangana
15842,bcongress,1,Telangana
15843,#evmhackpoll,1,Telangana
15844,#leafsforever,1,Telangana
15845,httpstcodserr5qjw7,1,Telangana
15846,appreciate,1,Telangana
15847,112541a,1,Telangana
15848,b@srikakulendra,1,Telangana
15849,3500,1,Telangana
15850,win#telanganaassemblyelections2018,1,Telangana
15851,patelpatwari,1,Telangana
15852,governmentthe,1,Telangana
15853,preffered,1,Telangana
15854,httpstcofbrnozixjk,1,Telangana
15855,#telanganaelection2018#trs,1,Telangana
15856,httpstcoyvowviaflh,1,Telangana
15857,httpstcog6k90kopxk,1,Telangana
15858,votingamp,1,Telangana
15859,httpstco3iuba00qku,1,Telangana
15860,telanganado,1,Telangana
15861,bachelor,1,Telangana
15862,designshttpstcok8hqlqkr2p#voteforcar#phirekbaarkcr#telanganawithkcr,1,Telangana
15863,countryif,1,Telangana
15864,wrest,1,Telangana
15865,telangana#telanganaelection2018,1,Telangana
15866,108128inc,1,Telangana
15867,competitive,1,Telangana
15868,httpstcout7ir2lrnx,1,Telangana
15869,brains,1,Telangana
15870,counts#telanganaelections,1,Telangana
15871,83more,1,Telangana
15872,2535bjp,1,Telangana
15873,pity,1,Telangana
15874,bviral,1,Telangana
15875,13aimim,1,Telangana
15876,dents,1,Telangana
15877,assemblies,1,Telangana
15878,cgarh,1,Telangana
15879,trsno,1,Telangana
15880,httpstcowwy42ya8f8,1,Telangana
15881,httpstcozcyusjfgly,1,Telangana
15882,httpstcoef7ousadvn,1,Telangana
15883,#arya2,1,Telangana
15884,saala,1,Telangana
15885,ware,1,Telangana
15886,httpstco1torrf6iu0,1,Telangana
15887,httpstcojpnty1hyc4,1,Telangana
15888,congratulated,1,Telangana
15889,672014,1,Telangana
15890,wilfully,1,Telangana
15891,hits,1,Telangana
15892,9000lotprofit,1,Telangana
15893,httpstcotpepntl38d@99tvtelugu,1,Telangana
15894,counsel,1,Telangana
15895,fact#telanganaelections2018,1,Telangana
15896,httpstcooaxfrbeubu,1,Telangana
15897,@aimimnews,1,Telangana
15898,royal,1,Telangana
15899,#telangaelections2018#telanganaelections,1,Telangana
15900,worrying,1,Telangana
15901,httpstcojn4dirpacy,1,Telangana
15902,httpstcovngnno855u,1,Telangana
15903,httpstcofuzaid39dv,1,Telangana
15904,security28,1,Telangana
15905,@chmrityunjay,1,Telangana
15906,#telanganaelections2018#telanganaelectionswhom,1,Telangana
15907,@drnraghuveera,1,Telangana
15908,httpstcolike1j7mwk,1,Telangana
15909,balatkaram,1,Telangana
15910,httpstconoebco1qm0,1,Telangana
15911,nayeem,1,Telangana
15912,httpstcov2m1tywfwv,1,Telangana
15913,httpstcooxo0c0eoy2,1,Telangana
15914,folk,1,Telangana
15915,annawith,1,Telangana
15916,httpstcojdpbctfroo,1,Telangana
15917,surjit,1,Telangana
15918,#istandwithcongress#exitpoll,1,Telangana
15919,httpstcoyaxdvjtxwu#ntvtelugu,1,Telangana
15920,reignshttpstco2xyqepee7p#exitpolls,1,Telangana
15921,httpstcoyhmwwlnf1o,1,Telangana
15922,municipality,1,Telangana
15923,httpstco99r10yexbi,1,Telangana
15924,httpstcozjasibftmj,1,Telangana
15925,httpstcomn7zs1ca5p,1,Telangana
15926,unfulfilledpromise,1,Telangana
15927,mizo,1,Telangana
15928,httpstco0hmf6hh7zw,1,Telangana
15929,httpstco7qfy57qad2,1,Telangana
15930,hereif,1,Telangana
15931,progresspl,1,Telangana
15932,#moosapeta#mothinagar#allapurtrs,1,Telangana
15933,gir,1,Telangana
15934,httpstco0c8asl9h5k,1,Telangana
15935,@dna,1,Telangana
15936,telanganadont,1,Telangana
15937,httpstcoxpa1359gxy,1,Telangana
15938,sentiments,1,Telangana
15939,httpstcodaq5bookla,1,Telangana
15940,janalantha,1,Telangana
15941,redya,1,Telangana
15942,httpstco0dgl5otbb4,1,Telangana
15943,#ppt,1,Telangana
15944,warriors,1,Telangana
15945,resultshttpstcoxseucyyoqy#telanganawithkcr,1,Telangana
15946,#revanthreddy#telanganaelections2018,1,Telangana
15947,wherever,1,Telangana
15948,40#telanganaelections2018,1,Telangana
15949,sectorhttpstcoyuprtlprjk,1,Telangana
15950,onagain,1,Telangana
15951,#electioncommissionofindiaplz,1,Telangana
15952,httpstcoyephwllkdo,1,Telangana
15953,httpstcoyf9opvf0p9,1,Telangana
15954,b#jubilationincongress,1,Telangana
15955,httpstcocoylmz0ptb,1,Telangana
15956,httpstcolygpy2qjf2,1,Telangana
15957,innovative,1,Telangana
15958,electionslike,1,Telangana
15959,httpstco5bld3pcg6m,1,Telangana
15960,glance,1,Telangana
15961,notifications,1,Telangana
15962,adds,1,Telangana
15963,attends,1,Telangana
15964,4tjs,1,Telangana
15965,httpstco83afzxy8tf,1,Telangana
15966,atalpension,1,Telangana
15967,100pm,1,Telangana
15968,12others,1,Telangana
15969,httpstcox0xap0wu4c,1,Telangana
15970,3acres,1,Telangana
15971,#telanganaelections2018#revanthreddy,1,Telangana
15972,aslo,1,Telangana
15973,httpstcoqdivxixxxs,1,Telangana
15974,httpstcofb3xwszxly,1,Telangana
15975,browe,1,Telangana
15976,iss,1,Telangana
15977,httpstcordnds3kbws,1,Telangana
15978,httpstcokg2byaj6nm,1,Telangana
15979,@rubusmubu,1,Telangana
15980,httpstcoowao5h4v3n,1,Telangana
15981,@maheshbabunews,1,Telangana
15982,#castyourvote#telanganaelections2018,1,Telangana
15983,italiansbritish,1,Telangana
15984,priorities#modifor2019,1,Telangana
15985,india#telanganaelection2018,1,Telangana
15986,httpstcoauqbxsiau,1,Telangana
15987,qn,1,Telangana
15988,@anirudhastro,1,Telangana
15989,httpstcoorjsilz0q,1,Telangana
15990,#kalvakuntlakavitha,1,Telangana
15991,#sitara,1,Telangana
15992,httpstcoo3bkxp9pfa,1,Telangana
15993,babai,1,Telangana
15994,onthis,1,Telangana
15995,visiting,1,Telangana
15996,clearhe,1,Telangana
15997,meedha,1,Telangana
15998,octopusresultaiadmk#telanganaelections2018,1,Telangana
15999,goodbye,1,Telangana
16000,httpstco5xv4nty9xo,1,Telangana
16001,httpstco1fl7kmnkxg,1,Telangana
16002,slogan,1,Telangana
16003,married,1,Telangana
16004,httpstcodrckig2qvx,1,Telangana
16005,nexttimes,1,Telangana
16006,httpstcop48ad9sohx,1,Telangana
16007,httpstcoxc1isgxbnu,1,Telangana
16008,lighter,1,Telangana
16009,honouring,1,Telangana
16010,definitely#mahakutami,1,Telangana
16011,httpstcowmcwssmjiu,1,Telangana
