HashWord,Frequency,State
later,11,Telangana
government.,11,Telangana
plus,11,Telangana
message,11,Telangana
click,11,Telangana
blaming,11,Telangana
@mkrkkpmla,11,Telangana
10.15%.,11,Telangana
god,11,Telangana
starts,11,Telangana
"#exitpoll""",11,Telangana
conducted,11,Telangana
instead,11,Telangana
weeks,11,Telangana
cheap,11,Telangana
mean,11,Telangana
strategy,11,Telangana
known,11,Telangana
#soniagandhi,11,Telangana
#telangana#telanganaelections2018,11,Telangana
#powerof18,11,Telangana
21,11,Telangana
pay,11,Telangana
them.,11,Telangana
subscribe,11,Telangana
projects,11,Telangana
worked,11,Telangana
joining,11,Telangana
image,11,Telangana
#tdpleaders,11,Telangana
@onlytrs,11,Telangana
#voteforbetterfuture,11,Telangana
campaigns,11,Telangana
else,11,Telangana
#mahakutami',11,Telangana
open,11,Telangana
pension,11,Telangana
independent,11,Telangana
break,11,Telangana
#telanganaelections2018#telanganaelections,11,Telangana
#exitpollonnews24,11,Telangana
@ssrajamouli,11,Telangana
mana,11,Telangana
#2point0,11,Telangana
polls.,11,Telangana
#hyderabad.,11,Telangana
higher,11,Telangana
language,11,Telangana
arrested,11,Telangana
months,11,Telangana
peoples,11,Telangana
effect,11,Telangana
joke,11,Telangana
waves,11,Telangana
played,11,Telangana
#chandrababu,11,Telangana
developed,11,Telangana
main,11,Telangana
welcome,11,Telangana
soon,11,Telangana
general,11,Telangana
complaint,11,Telangana
rich,11,Telangana
tho,11,Telangana
deletions,11,Telangana
technical,11,Telangana
congrats,11,Telangana
:-,11,Telangana
happen,11,Telangana
iam,11,Telangana
tweets,11,Telangana
wave,11,Telangana
golden,11,Telangana
bit,11,Telangana
"hills,",11,Telangana
shown,11,Telangana
you.,11,Telangana
tg,11,Telangana
safe,11,Telangana
karnataka,11,Telangana
within,11,Telangana
questions,11,Telangana
power.,11,Telangana
#___,11,Telangana
urban,11,Telangana
schedule,11,Telangana
agree,11,Telangana
counter,11,Telangana
private,11,Telangana
#ysrcp,11,Telangana
king,11,Telangana
arrogance,11,Telangana
octopus,11,Telangana
ruled,11,Telangana
roads,11,Telangana
status,11,Telangana
happens,11,Telangana
continue,11,Telangana
several,11,Telangana
"polls,",11,Telangana
"b""all",11,Telangana
health,11,Telangana
#ktr',11,Telangana
samithi,11,Telangana
@abpnewstv,11,Telangana
results:,11,Telangana
"b""dear",11,Telangana
industry,11,Telangana
reported,11,Telangana
#trs!,11,Telangana
advantage,11,Telangana
@tnewstg',11,Telangana
@jaganreddy85,11,Telangana
#voting,11,Telangana
@nritrs,11,Telangana
witness,11,Telangana
ramnagar,11,Telangana
#cbnintelangana#telanganaelections2018,11,Telangana
tight,11,Telangana
megastar,11,Telangana
picture,11,Telangana
ministers,11,Telangana
#electioncommissionofindia,11,Telangana
"b""#trs",11,Telangana
hear,11,Telangana
guess,11,Telangana
contestants,11,Telangana
persons,11,Telangana
2019,10,Telangana
2014,10,Telangana
#fridaymotivation,10,Telangana
https://t.co/lzx1grfmtc,10,Telangana
#castyourvote,10,Telangana
"election,",10,Telangana
fate,10,Telangana
charge,10,Telangana
consider,10,Telangana
impact,10,Telangana
mizoram,10,Telangana
kids,10,Telangana
small,10,Telangana
report,10,Telangana
23.40%,10,Telangana
cities,10,Telangana
1st,10,Telangana
favourite,10,Telangana
#chhattisgarhelections2018,10,Telangana
fact,10,Telangana
better.,10,Telangana
opposite,10,Telangana
speeches,10,Telangana
ani,10,Telangana
building,10,Telangana
friendly,10,Telangana
@hmtvlive,10,Telangana
vote!#telanganaelections2018,10,Telangana
decided,10,Telangana
buy,10,Telangana
secunderabad,10,Telangana
houses,10,Telangana
regarding,10,Telangana
pro,10,Telangana
remote,10,Telangana
worst,10,Telangana
trend,10,Telangana
sweeping,10,Telangana
regional,10,Telangana
janasena,10,Telangana
seats',10,Telangana
equal,10,Telangana
develop,10,Telangana
management,10,Telangana
"chhattisgarh,",10,Telangana
inside,10,Telangana
state!,10,Telangana
#telanganawithkcr#telanganaelections2018,10,Telangana
hmtv,10,Telangana
94,10,Telangana
#phirekbaarkcr#voteforcar,10,Telangana
vote?,10,Telangana
pm.,10,Telangana
mark,10,Telangana
"road,",10,Telangana
#pollofexitpolls,10,Telangana
margin,10,Telangana
authorities,10,Telangana
&gt;,10,Telangana
3-Feb,10,Telangana
wide,10,Telangana
quthbullapur,10,Telangana
hv,10,Telangana
leading,10,Telangana
breaking,10,Telangana
brothers,10,Telangana
blessings,10,Telangana
"""my",10,Telangana
chiranjeevi,10,Telangana
@ktr_news,10,Telangana
doubt,10,Telangana
mandate,10,Telangana
sense,10,Telangana
"achievements,",10,Telangana
"#congress,",10,Telangana
cut,10,Telangana
return,10,Telangana
doesnt,10,Telangana
late,10,Telangana
@raokavitha',10,Telangana
vote#telanganaelections2018,10,Telangana
scam,10,Telangana
#ghmc,10,Telangana
date,10,Telangana
#telanganaelections2018:,10,Telangana
photo,10,Telangana
percent,10,Telangana
#khammam,10,Telangana
"people,",10,Telangana
@telanganadgp,10,Telangana
low,10,Telangana
changed,10,Telangana
asks,10,Telangana
non,10,Telangana
#congressmuktbharat,10,Telangana
bihar,10,Telangana
chandra,10,Telangana
shastripuram.,10,Telangana
sri.,10,Telangana
expected,10,Telangana
11th.,10,Telangana
#khairatabad,10,Telangana
bogus,10,Telangana
#politics,10,Telangana
cg,10,Telangana
mam,10,Telangana
#inc,10,Telangana
#workforabettermusheerabad,10,Telangana
section,10,Telangana
kalyan,10,Telangana
performance,10,Telangana
conduct,10,Telangana
deletion,10,Telangana
bc,10,Telangana
@todayschanakya,10,Telangana
#telanganahatescbn,10,Telangana
spread,10,Telangana
correct,10,Telangana
tried,10,Telangana
captures,10,Telangana
#exitpollindiatoday',10,Telangana
#ramcharan,10,Telangana
riddance,10,Telangana
unemployed,10,Telangana
7others,10,Telangana
secret,10,Telangana
#chandrababunaidu',10,Telangana
#telanagana,10,Telangana
@myogiadityanath,10,Telangana
wipe,10,Telangana
oth,10,Telangana
@jagantrs,10,Telangana
allowed,10,Telangana
kt,10,Telangana
development:#telanganawithkcr,10,Telangana
shiv,10,Telangana
supremo,10,Telangana
@urstrulynamrata,10,Telangana
2nd,10,Telangana
daily,10,Telangana
brain,9,Telangana
actually,9,Telangana
ko,9,Telangana
proves,9,Telangana
#distortion,9,Telangana
current,9,Telangana
holiday,9,Telangana
reservation,9,Telangana
elections:,9,Telangana
conspiracy,9,Telangana
hitec,9,Telangana
useless,9,Telangana
putting,9,Telangana
majority.,9,Telangana
failure,9,Telangana
placards,9,Telangana
hero,9,Telangana
#nandamurisuhasini,9,Telangana
north,9,Telangana
#manifesto,9,Telangana
#telanganaelections2018follow,9,Telangana
#ntvlive,9,Telangana
plan,9,Telangana
increased,9,Telangana
coalition,9,Telangana
world,9,Telangana
kickout,9,Telangana
stations,9,Telangana
#aimim',9,Telangana
hit,9,Telangana
mahesh,9,Telangana
double,9,Telangana
#prajakootami,9,Telangana
gopal,9,Telangana
boss,9,Telangana
stupid,9,Telangana
nizamabad,9,Telangana
@rowdynirup,9,Telangana
supply,9,Telangana
value,9,Telangana
#kutamihataotelanganabachao,9,Telangana
facing,9,Telangana
aur,9,Telangana
goud,9,Telangana
officials,9,Telangana
#assemblyelection2018,9,Telangana
valid,9,Telangana
bright,9,Telangana
position,9,Telangana
@ntdailyonline,9,Telangana
claimed,9,Telangana
x,9,Telangana
funny,9,Telangana
arjun,9,Telangana
https://t.co/a00j8lrjzp,9,Telangana
absolutely,9,Telangana
director,9,Telangana
asaduddin,9,Telangana
central,9,Telangana
agencies,9,Telangana
issues,9,Telangana
@cpimspeak,9,Telangana
glimpses,9,Telangana
twice,9,Telangana
jump,9,Telangana
app,9,Telangana
40,9,Telangana
missed,9,Telangana
provided,9,Telangana
fair,9,Telangana
balakrishna,9,Telangana
told,9,Telangana
-&gt;,9,Telangana
worry,9,Telangana
figures,9,Telangana
probably,9,Telangana
shot,9,Telangana
class,9,Telangana
happening,9,Telangana
statement,9,Telangana
voted!,9,Telangana
added,9,Telangana
politics.,9,Telangana
khammam,9,Telangana
(trs),9,Telangana
focus,9,Telangana
system,9,Telangana
felt,9,Telangana
#nifty,9,Telangana
results.,9,Telangana
betterment,9,Telangana
action,9,Telangana
wire,9,Telangana
tomorrow.,9,Telangana
colony,9,Telangana
(+,9,Telangana
(lagadapati),9,Telangana
monday,9,Telangana
rather,9,Telangana
others:,9,Telangana
@janasenaparty,9,Telangana
indicates,9,Telangana
congress:,9,Telangana
malakpet,9,Telangana
#kcr#trs#ktr,9,Telangana
absolute,9,Telangana
leader.,9,Telangana
election!,9,Telangana
right.,9,Telangana
telecast,9,Telangana
#bjp4rajasthan,9,Telangana
"yes,",9,Telangana
#prajakutamifortelangana#byebyetrs,9,Telangana
ban,9,Telangana
alone,9,Telangana
hindu,9,Telangana
rajasthan.,9,Telangana
reasons,9,Telangana
#voteontelangana,9,Telangana
maha,9,Telangana
providing,9,Telangana
hand,9,Telangana
vision,9,Telangana
rashtram,9,Telangana
#muslim,9,Telangana
board,9,Telangana
hate,9,Telangana
#blf,9,Telangana
hoping,9,Telangana
weekend,9,Telangana
kick,9,Telangana
disappointed,9,Telangana
k.c.r,9,Telangana
#mizoram,9,Telangana
sister's,9,Telangana
@zeenews,9,Telangana
am.,9,Telangana
loan,9,Telangana
chandrasekhar,9,Telangana
future.,9,Telangana
data,8,Telangana
lol,8,Telangana
https://t.co/geqg4hbv4e#ktr,8,Telangana
kuda,8,Telangana
#elections2019,8,Telangana
yrs,8,Telangana
witnessed,8,Telangana
@memikkygal,8,Telangana
:),8,Telangana
@andhrapradeshcm,8,Telangana
narender,8,Telangana
ap24x7,8,Telangana
formation,8,Telangana
committed,8,Telangana
met,8,Telangana
repeat,8,Telangana
public.,8,Telangana
difference.,8,Telangana
attacked,8,Telangana
efforts,8,Telangana
stay,8,Telangana
hello,8,Telangana
minus,8,Telangana
https://t.co/zkiizb0y4q,8,Telangana
gajwel,8,Telangana
honest,8,Telangana
tv1,8,Telangana
keeping,8,Telangana
#evmkillsdemocracy,8,Telangana
lok,8,Telangana
shocking,8,Telangana
ok,8,Telangana
inka,8,Telangana
throw,8,Telangana
#evms,8,Telangana
"but,",8,Telangana
"gods""",8,Telangana
communities,8,Telangana
former,8,Telangana
sentiment,8,Telangana
modi's,8,Telangana
nota,8,Telangana
begin,8,Telangana
#malkajgiri,8,Telangana
aware,8,Telangana
too.,8,Telangana
frm,8,Telangana
short,8,Telangana
matters,8,Telangana
roadshows,8,Telangana
stars,8,Telangana
@bjp4rajasthan,8,Telangana
"b""so",8,Telangana
unlike,8,Telangana
confusion,8,Telangana
alot,8,Telangana
"constituency,",8,Telangana
arrival,8,Telangana
#avengers4,8,Telangana
followers,8,Telangana
23.4%',8,Telangana
coz,8,Telangana
hatred,8,Telangana
#superstar,8,Telangana
#fridayfeeling',8,Telangana
blog,8,Telangana
"there,",8,Telangana
youngsters,8,Telangana
congress-led,8,Telangana
eyes,8,Telangana
#prajasankalpayatra,8,Telangana
traffic,8,Telangana
point,8,Telangana
reply,8,Telangana
maharashtra,8,Telangana
incumbent,8,Telangana
#phirekbaarkcr@ktrtrs,8,Telangana
leave,8,Telangana
alleges,8,Telangana
kcr's,8,Telangana
points,8,Telangana
#hyderabadis,8,Telangana
mother,8,Telangana
@gulabidalapati,8,Telangana
@youtube',8,Telangana
budget,8,Telangana
cultural,8,Telangana
"win,",8,Telangana
benefits,8,Telangana
today.#telanganawithkcr,8,Telangana
#hitlerkcr',8,Telangana
fr,8,Telangana
#electionswithht,8,Telangana
allu,8,Telangana
@mirzasania,8,Telangana
busy,8,Telangana
#polling,8,Telangana
42%,8,Telangana
badly,8,Telangana
"right,",8,Telangana
stronger,8,Telangana
army,8,Telangana
#dmk,8,Telangana
led,8,Telangana
independents,8,Telangana
completing,8,Telangana
malkajgiri,8,Telangana
kutami:,8,Telangana
;,8,Telangana
selfie,8,Telangana
nara,8,Telangana
75%,8,Telangana
yesterday.#telanganawithkcr,8,Telangana
this.,8,Telangana
10%,8,Telangana
requested,8,Telangana
fire,8,Telangana
ramanna,8,Telangana
@iamvaruntej,8,Telangana
vote..,8,Telangana
duties.,8,Telangana
#exitpollonhmtv,8,Telangana
"b""when",8,Telangana
"#hyderabad""",8,Telangana
changes,8,Telangana
claiming,8,Telangana
strength,8,Telangana
"garu,",8,Telangana
infrastructure,8,Telangana
districts,8,Telangana
mlas,8,Telangana
voice!you,8,Telangana
oil,8,Telangana
@tjspartyonline,8,Telangana
!!!,8,Telangana
"b""telangana",8,Telangana
news#dotnews,8,Telangana
#ts,8,Telangana
ink,8,Telangana
trouble,8,Telangana
helped,8,Telangana
axis,8,Telangana
tells,8,Telangana
bangalore,8,Telangana
constituencies.,8,Telangana
education,8,Telangana
@shekhargupta,8,Telangana
country.,8,Telangana
elections.#telanganaelections,8,Telangana
otherwise,8,Telangana
muslims,8,Telangana
alleged,8,Telangana
arogyasri,8,Telangana
views,8,Telangana
error,8,Telangana
capable,8,Telangana
#voteforcongress,8,Telangana
"state,",8,Telangana
@actor_nithiin,8,Telangana
#tdpmukttelangana,8,Telangana
hold,8,Telangana
comment,8,Telangana
#musheerabad,8,Telangana
lowest,8,Telangana
beginning,8,Telangana
concluded,8,Telangana
toh,8,Telangana
he's,8,Telangana
"change,",8,Telangana
#bjpphirse,8,Telangana
appealing,8,Telangana
@myaskhi,8,Telangana
awesome,8,Telangana
@sathyahyd,8,Telangana
secular,8,Telangana
identity,8,Telangana
"#rajasthan,",8,Telangana
"b""#telanganaelections2018",8,Telangana
charminar,8,Telangana
16-21,8,Telangana
delhi,8,Telangana
"today,",8,Telangana
constituency.#telanganaelections,8,Telangana
factor,8,Telangana
poll.,8,Telangana
november,8,Telangana
quite,8,Telangana
couple,8,Telangana
nobody,8,Telangana
negative,8,Telangana
@ranadaggubati,8,Telangana
@hydcitypolice,8,Telangana
association,8,Telangana
"rao,",8,Telangana
electorate,8,Telangana
"#hyderabad,",8,Telangana
serve,8,Telangana
voice.,8,Telangana
telangana?,8,Telangana
#car,8,Telangana
earlier,8,Telangana
grounds,8,Telangana
#phirrsekcr#telangana,8,Telangana
@rahulkanwal,8,Telangana
"nagar,",8,Telangana
#congress-led,8,Telangana
17,8,Telangana
that.,8,Telangana
#leader,8,Telangana
today-axis,8,Telangana
surely,8,Telangana
truth,8,Telangana
comedy,8,Telangana
"#voteforcar""",8,Telangana
@spokespersoneci,8,Telangana
poll:,8,Telangana
pathetic,8,Telangana
@telanganapmc,8,Telangana
supporter,7,Telangana
yeah,7,Telangana
utilised,7,Telangana
circulation,7,Telangana
#askktr',7,Telangana
@gandhiarekapudi,7,Telangana
construct,7,Telangana
#telanganaelections2018trs:,7,Telangana
leaving,7,Telangana
talks,7,Telangana
#balayya,7,Telangana
#telanganaassemblyelections2018#telanganaelections,7,Telangana
#warangaleast,7,Telangana
cheated,7,Telangana
no.229,7,Telangana
offer,7,Telangana
2-Jan,7,Telangana
gutta,7,Telangana
"kcr,",7,Telangana
deserve,7,Telangana
elected,7,Telangana
"b""we",7,Telangana
head,7,Telangana
places,7,Telangana
dad,7,Telangana
#adilabad,7,Telangana
"pradesh,",7,Telangana
allow,7,Telangana
singh,7,Telangana
07#telanganawithkcr,7,Telangana
"b""cps",7,Telangana
freedom,7,Telangana
#telanganaexitpoll,7,Telangana
"b""@ncbn",7,Telangana
#hyderabadwithtrs,7,Telangana
wishes,7,Telangana
50%,7,Telangana
#pwdvolunteers,7,Telangana
"@ncbn,",7,Telangana
formed,7,Telangana
apply,7,Telangana
mobile,7,Telangana
constituency.#telanganawithkcr,7,Telangana
market,7,Telangana
#nizamabad,7,Telangana
sit,7,Telangana
#owaisi,7,Telangana
fine,7,Telangana
area,7,Telangana
pre-poll,7,Telangana
announce,7,Telangana
finding,7,Telangana
pharm,7,Telangana
reject,7,Telangana
wont,7,Telangana
@rssurjewala,7,Telangana
body,7,Telangana
#warangal,7,Telangana
#telanganaelections|,7,Telangana
provides,7,Telangana
loud,7,Telangana
#yellowmedia,7,Telangana
clearing,7,Telangana
effort,7,Telangana
sanathnagar,7,Telangana
bhai,7,Telangana
bhi,7,Telangana
impact.,7,Telangana
rolls,7,Telangana
jr,7,Telangana
shall,7,Telangana
@cbn_army,7,Telangana
stories,7,Telangana
develomentvote,7,Telangana
you?#telanganaelections,7,Telangana
seethaphalmandi,7,Telangana
proof,7,Telangana
karunanidhi,7,Telangana
developing,7,Telangana
jwala,7,Telangana
graduates,7,Telangana
show.,7,Telangana
?',7,Telangana
middle,7,Telangana
kcr#telanganawithkcr,7,Telangana
#rajamouli,7,Telangana
abt,7,Telangana
lots,7,Telangana
hyderabad:,7,Telangana
"anna,",7,Telangana
volunteers,7,Telangana
yadav,7,Telangana
#trsmusheerabad,7,Telangana
ps,7,Telangana
height,7,Telangana
#tamilnadu,7,Telangana
4yrs!,7,Telangana
ka,7,Telangana
completely,7,Telangana
.@ncbn,7,Telangana
minorities,7,Telangana
#congress.,7,Telangana
serious,7,Telangana
"car,",7,Telangana
01-02aimim:,7,Telangana
involved,7,Telangana
pollsters,7,Telangana
sleep,7,Telangana
nahi,7,Telangana
mission,7,Telangana
photos,7,Telangana
#stylishstar,7,Telangana
amberpet,7,Telangana
"ago,",7,Telangana
highly,7,Telangana
#prabhakarreddy,7,Telangana
aa,7,Telangana
--,7,Telangana
unveiling,7,Telangana
information,7,Telangana
employee,7,Telangana
statue#soniagandhi,7,Telangana
